date,confidence
2013/8/1,101.7151
2013/9/1,101.1546
2013/10/1,100.6816
2013/11/1,100.4654
2013/12/1,100.4881
2014/1/1,100.537
2014/2/1,100.6302
2014/3/1,100.6927
2014/4/1,100.6875
2014/5/1,100.6261
2014/6/1,100.6542
2014/7/1,100.8214
2014/8/1,101.0362
2014/9/1,101.1276
2014/10/1,101.0538
2014/11/1,100.7604
2014/12/1,100.3524
2015/1/1,100.0321
2015/2/1,99.74572
2015/3/1,99.54062
2015/4/1,99.45884
2015/5/1,99.47148
2015/6/1,99.43716
2015/7/1,99.32582
2015/8/1,99.24186
2015/9/1,99.35444
2015/10/1,99.66611
2015/11/1,99.86145
2015/12/1,99.74047
2016/1/1,99.36658
2016/2/1,99.06707
2016/3/1,99.07369
2016/4/1,99.32642
2016/5/1,99.52235
2016/6/1,99.55415
2016/7/1,99.46081
2016/8/1,99.36091
2016/9/1,99.21761
2016/10/1,98.99161
2016/11/1,98.64581
2016/12/1,98.11692
2017/1/1,97.4596
2017/2/1,97.34184
2017/3/1,97.85291
2017/4/1,98.49282
2017/5/1,99.04503
2017/6/1,99.44551
2017/7/1,99.6747
2017/8/1,99.74502
2017/9/1,99.70133
2017/10/1,99.62463
2017/11/1,99.60262
2017/12/1,99.60809
2018/1/1,99.66543
2018/2/1,99.83041
2018/3/1,100.0416
2018/4/1,100.1394
2006/9/1,102.3461
2006/10/1,102.4861
2006/11/1,102.4246
2006/12/1,102.2297
2007/1/1,102.1153
2007/2/1,102.2394
2007/3/1,103.0556
2007/4/1,103.6018
2007/5/1,103.0658
2007/6/1,102.2255
2007/7/1,101.6809
2007/8/1,101.7418
2007/9/1,102.0191
2007/10/1,101.9193
2007/11/1,102.0362
2007/12/1,101.9466
2008/1/1,101.8409
2008/2/1,102.5336
2008/3/1,103.7418
2008/4/1,103.7101
2008/5/1,101.9743
2008/6/1,100.0284
2008/7/1,98.37385
2008/8/1,97.43295
2008/9/1,96.34393
2008/10/1,93.90176
2008/11/1,91.87128
2008/12/1,92.18691
2009/1/1,94.37608
2009/2/1,97.14997
2009/3/1,99.47105
2009/4/1,100.7181
2009/5/1,101.0658
2009/6/1,101.1116
2009/7/1,101.2099
2009/8/1,101.506
2009/9/1,101.9173
2009/10/1,102.3928
2009/11/1,102.7405
2009/12/1,102.8667
2010/1/1,102.4281
2010/2/1,101.8177
2010/3/1,101.9685
2010/4/1,101.9445
2010/5/1,101.2531
2010/6/1,100.3455
2010/7/1,99.87824
2010/8/1,100.191
2010/9/1,101.059
